Symbol,Company Name,Sector,Industry,Market Cap,Net Profit (Cr),ROCE (%),ROE (%),Debt to Equity,Latest Quarter Profit (Cr),Last 3Q Profits (Cr),Public Holding (%),Is Bank/Finance,Is PSU,Passes Criteria,Screening Date
SIYSIL,Siyaram Silk Mills Limited,Consumer Cyclical,Textile Manufacturing,27320383488,197.12,8.41,16.38,0.3058,86.7,"4.64, 72.05, 45.39",30.73,False,False,False,2026-01-16
JINDWORLD,Jindal Worldwide Limited,Consumer Cyclical,Textile Manufacturing,27195934720,75.87,5.49,8.89,0.7108,11.91,"17.44, 22.02, 18.45",7.25,False,False,False,2026-01-16
PREMEXPLN,Premier Explosives Limited,Basic Materials,Specialty Chemicals,27143421952,28.7,5.16,17.95,0.101,17.81,"15.35, 3.74, 9.22",51.5,False,False,False,2026-01-16
NPST,NPST,Technology,Software - Application,27111104512,45.2,6.39,11.07,0.0164,9.84,"7.19, 18.17, 15.68",36.94,False,False,False,2026-01-16
SANGHVIMOV,Sanghvi Movers Limited,Industrials,Rental & Leasing Services,27059326976,156.52,8.61,15.3,0.4066,36.27,"50.26, 53.83, 33.08",42.7,False,False,False,2026-01-16
PARKHOTELS,PARKHOTELS,Consumer Cyclical,Lodging,26993975296,83.59,5.34,6.98,0.2344,16.2,"13.41, 26.58, 32.16",31.82,False,False,False,2026-01-16
WSTCSTPAPR,West Coast Paper Mills Limited,Basic Materials,Paper & Paper Products,26951256064,311.15,1.49,4.58,0.1126,17.49,"54.39, 43.99, 64.2",41.3,False,False,False,2026-01-16
SEAMECLTD,Seamec Limited,Industrials,Marine Shipping,26930159616,89.62,3.87,8.6,0.3758,27.48,"75.77, 42.98, 3.32",21.81,False,False,False,2026-01-16
GREENPANEL,Greenpanel Industries Limited,Basic Materials,Lumber & Wood Production,26889734144,72.11,-0.5,-0.21,0.3089,6.12,"34.62, 29.39, 8.5",46.73,False,False,False,2026-01-16
SUNCLAY,Sundaram-Clayton Limited,Industrials,Metal Fabrication,26883876864,10.65,0.0,0.0,1.866,64.35,"57.76, 143.55, 44.15",37.22,False,False,False,2026-01-16
PRINCEPIPE,Prince Pipes and Fittings Limited,Industrials,Building Products & Equipment,26838310912,43.14,1.06,1.47,0.1491,14.63,"4.82, 24.18, 20.42",44.94,False,False,False,2026-01-16
KDDL,KDDL Limited,Consumer Cyclical,Luxury Goods,26775533568,94.61,4.91,9.53,0.2514,19.38,"20.43, 20.31, 32.47",40.63,False,False,False,2026-01-16
RAJRATAN,Rajratan Global Wire Limited,Basic Materials,Steel,26760323072,58.79,6.2,10.25,0.6182,13.52,"15.18, 9.32, 19.05",29.48,False,False,False,2026-01-16
PITTIENG,Pitti Engineering Limited,Industrials,Metal Fabrication,26751467520,122.29,0.0,0.0,0.8282,40.09,"22.88, 36.14, 28.76",42.7,False,False,False,2026-01-16
RAMCOIND,Ramco Industries Limited,Industrials,Building Products & Equipment,26748846080,180.91,2.26,5.46,0.0404,40.93,"65.63, 35.73, 88.89",32.26,False,False,False,2026-01-16
RELTD,Ravindra Energy Limited,Technology,Solar,26700519424,21.66,9.21,24.04,1.0609,30.79,"22.78, 12.75, 2.18",28.19,False,False,False,2026-01-16
FCL,Fineotex Chemical Limited,Basic Materials,Specialty Chemicals,26643767296,108.21,7.78,13.34,0.0,25.99,"24.81, 19.97, 27.63",33.63,False,False,False,2026-01-16
SAGCEM,Sagar Cements Limited,Basic Materials,Building Materials,26534944768,209.79,0.3,-8.93,0.933,1.22,"70.77, 55.07, 55.56",20.2,False,False,False,2026-01-16
VSSL,Vardhman Special Steels Limited,Basic Materials,Steel,26473576448,93.09,6.39,9.74,0.0641,19.9,"19.73, 21.46, 25.82",20.98,False,False,False,2026-01-16
RAYMOND,Raymond Limited,Industrials,Specialty Industrial Machinery,26341056512,7631.36,0.0,1.09,0.2943,5325.19,"132.74, 72.13, 60.05",46.46,False,False,False,2026-01-16
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,26284812288,0.54,2.7,0.55,0.5138,10.1,"10.52, 2.1, 8.09",81.31,False,False,False,2026-01-16
EUROPRATIK,EUROPRATIK,Basic Materials,Building Materials,26250070016,76.44,0.0,0.0,0.0842,22.95,26.56,17.45,False,False,False,2026-01-16
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Financial Services,Banks - Regional,25963251712,23.7,-2.8,-27.29,0.0,348.46,"239.48, 2.97, 168.05",34.32,True,False,False,2026-01-16
XPROINDIA,Xpro India Limited,Basic Materials,Specialty Chemicals,25880821760,38.0,2.31,2.14,0.4618,4.97,"5.48, 6.57, 7.47",37.73,False,False,False,2026-01-16
ARVSMART,Arvind SmartSpaces Limited,Real Estate,Real Estate - Development,25870569472,110.49,3.44,13.15,0.2118,14.18,"11.18, 19.15, 47.74",39.91,False,False,False,2026-01-16
HIKAL,Hikal Limited,Healthcare,Drug Manufacturers - Specialty & Generic,25857605632,90.8,1.98,0.84,0.5721,34.9,"22.4, 50.2, 17.2",30.91,False,False,False,2026-01-16
EPACK,EPACK Durable Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",25794043904,55.14,3.35,4.38,0.7566,22.25,"22.89, 37.72, 2.51",46.57,False,False,False,2026-01-16
EPACKPEB,EPACKPEB,Industrials,Engineering & Construction,25775984640,59.32,0.0,0.0,0.3212,0.0,N/A,20.93,False,False,False,2026-01-16
VEEDOL,Veedol Corporation Limited,Basic Materials,Specialty Chemicals,25721720832,168.75,9.25,20.3,0.0214,40.94,"49.67, 59.7, 37.34",33.4,False,False,False,2026-01-16
SUNDROP,Sundrop Brands Limited,Consumer Defensive,Packaged Foods,25707067392,109.9,0.03,-11.1,0.0093,2.09,"4.31, 114.06, 3.91",21.97,False,False,False,2026-01-16
UNIVCABLES,Universal Cables Limited,Industrials,Electrical Equipment & Parts,25657550848,89.39,3.44,7.91,0.5417,47.68,"32.91, 49.69, 15.83",28.4,False,False,False,2026-01-16
MANINDS,Man Industries (India) Limited,Basic Materials,Steel,25615767552,153.17,5.51,9.74,0.2853,36.98,"27.62, 68.14, 34.13",43.04,False,False,False,2026-01-16
TEAMLEASE,TeamLease Services Limited,Industrials,Staffing & Employment Services,25608792064,108.76,2.68,13.01,0.131,26.54,"34.96, 28.43, 24.58",68.86,False,False,False,2026-01-16
REPCOHOME,Repco Home Finance Limited,Financial Services,Mortgage Finance,25600108544,461.48,3.05,13.48,3.1834,109.66,"115.14, 120.65, 113.17",59.89,True,False,False,2026-01-16
BRIGHOTEL,BRIGHOTEL,Consumer Cyclical,Lodging,25529219072,20.19,0.0,0.0,0.371,4.91,N/A,23.79,False,False,False,2026-01-16
EASEMYTRIP,Easy Trip Planners Limited,Consumer Cyclical,Travel Services,25494341632,107.35,2.59,1.57,0.041,32.7,"1.32, 15.36, 33.64",47.07,False,False,False,2026-01-16
TCPLPACK,TCPL Packaging Limited,Consumer Cyclical,Packaging & Containers,25476552704,143.01,8.41,20.47,1.0331,28.72,"22.32, 38.02, 37.73",31.86,False,False,False,2026-01-16
FMGOETZE,Federal-Mogul Goetze (India) Limited,Consumer Cyclical,Auto Parts,25468387328,162.03,8.6,13.99,0.0014,49.22,"43.25, 59.39, 28.91",25.01,False,False,False,2026-01-16
BOMDYEING,The Bombay Dyeing and Manufacturing Company Limited,Consumer Cyclical,Textile Manufacturing,25465753600,490.16,-1.15,4.04,0.0013,1.92,"13.81, 11.54, 70.06",43.68,False,False,False,2026-01-16
MARINE,Marine Electricals (India) Limited,Industrials,Electrical Equipment & Parts,25427947520,38.43,5.4,11.24,0.1271,16.49,"13.38, 5.19, 12.72",32.68,False,False,False,2026-01-16
SBCL,Shivalik Bimetal Controls Limited,Industrials,Metal Fabrication,25256206336,77.06,12.74,21.26,0.1287,24.85,"22.78, 21.05, 18.24",60.43,False,False,False,2026-01-16
YATRA,Yatra Online Limited,Consumer Cyclical,Travel Services,25227417600,36.57,2.13,7.06,0.0687,14.28,"16.0, 15.22, 10.01",34.53,False,False,False,2026-01-16
TAJGVK,TAJGVK Hotels & Resorts Limited,Consumer Cyclical,Lodging,25187190784,94.85,9.67,20.39,0.1196,27.55,"41.1, 12.46, 41.18",34.67,False,False,False,2026-01-16
JASH,Jash Engineering Limited,Industrials,Specialty Industrial Machinery,25089708032,87.7,8.26,18.67,0.252,11.16,"5.09, 36.68, 34.8",61.27,False,False,False,2026-01-16
ALEMBICLTD,Alembic Limited,Real Estate,Real Estate - Development,24694708224,310.68,2.07,13.55,0.005,128.49,"61.64, 68.45, 65.39",26.46,False,False,False,2026-01-16
KSHINTL,KSHINTL,Industrials,Electrical Equipment & Parts,24673236992,67.99,0.0,0.0,1.3957,22.68,18.46,21.82,False,False,False,2026-01-16
UGROCAP,UGRO Capital Limited,Financial Services,Credit Services,24656265216,143.93,1.7,7.03,3.3155,43.31,"34.13, 40.55, 37.51",55.87,True,False,False,2026-01-16
PANACEABIO,Panacea Biotec Limited,Healthcare,Biotechnology,24625860608,8.37,-3.22,-0.92,0.0279,13.92,"4.05, 1.89, 4.52",25.2,False,False,False,2026-01-16
NRBBEARING,NRB Bearings Limited,Consumer Cyclical,Auto Parts,24559640576,79.44,7.63,9.88,0.1363,40.63,"32.09, 2.08, 21.33",39.2,False,False,False,2026-01-16
TIRUMALCHM,Thirumalai Chemicals Limited,Basic Materials,Specialty Chemicals,24533090304,46.1,-1.7,-10.9,1.361,33.38,"59.96, 14.06, 42.02",53.29,False,False,False,2026-01-16
SOTL,Savita Oil Technologies Limited,Basic Materials,Specialty Chemicals,24445214720,113.2,4.46,8.29,0.0,40.59,"55.95, 29.22, 12.48",30.66,False,False,False,2026-01-16
FISCHER,Fischer Medical Ventures Limited,Healthcare,Medical Devices,24419131392,1.21,4.35,9.0,0.1026,5.01,"1.31, 0.29, 0.29",26.67,False,False,False,2026-01-16
BGRENERGY,BGR Energy Systems Limited,Industrials,Engineering & Construction,24373129216,972.4,-7.87,0.0,0.0,62.27,"265.12, 330.32, 336.09",47.48,False,False,False,2026-01-16
CANTABIL,Cantabil Retail India Limited,Consumer Cyclical,Apparel Manufacturing,24301031424,74.86,8.92,20.89,1.2645,6.75,"14.67, 22.51, 34.39",24.37,False,False,False,2026-01-16
VIMTALABS,Vimta Labs Limited,Healthcare,Diagnostics & Research,24277796864,67.34,12.56,19.67,0.0163,19.92,"18.89, 18.32, 21.5",34.13,False,False,False,2026-01-16
RPTECH,Rashi Peripherals Limited,Technology,Electronics & Computer Distribution,24257667072,208.06,4.0,11.68,0.5206,58.5,"61.32, 51.28, 31.84",27.28,False,False,False,2026-01-16
POKARNA,Pokarna Limited,Industrials,Building Products & Equipment,24162887680,187.55,10.4,19.47,0.3763,6.33,"28.29, 58.9, 50.6",36.91,False,False,False,2026-01-16
PENIND,Pennar Industries Limited,Industrials,Specialty Industrial Machinery,24144687104,119.27,5.44,13.03,0.9285,32.28,"31.94, 35.57, 30.45",54.0,False,False,False,2026-01-16
DEEPINDS,Deep Industries Limited,Energy,Oil & Gas E&P,24122982400,90.1,6.85,-1.44,0.1009,67.41,"58.82, 209.17, 43.61",31.71,False,False,False,2026-01-16
HIRECT,Hind Rectifiers Limited,Industrials,Electrical Equipment & Parts,24075810816,37.11,12.11,28.8,1.0919,14.72,"12.76, 9.99, 10.01",31.68,False,False,False,2026-01-16
NUCLEUS,Nucleus Software Exports Limited,Technology,Software - Application,24011366400,163.0,7.93,20.6,0.0093,26.29,"35.2, 64.77, 34.97",25.11,False,False,False,2026-01-16
SAKSOFT,Saksoft Limited,Technology,Information Technology Services,23832446976,108.8,10.49,19.75,0.073,35.97,"32.35, 30.03, 27.02",25.19,False,False,False,2026-01-16
VIKRAN,VIKRAN,Industrials,Engineering & Construction,23761342464,77.82,0.0,0.0,0.274,9.14,2.08,30.68,False,False,False,2026-01-16
MONARCH,Monarch Networth Capital Limited,Financial Services,Capital Markets,23617792000,149.27,12.55,19.31,0.0126,44.97,"45.25, 24.72, 40.51",30.18,True,False,False,2026-01-16
RMDRIP,RMDRIP,Industrials,Farm & Heavy Construction Machinery,23613593600,24.0,22.69,42.51,0.4097,5.73,"5.31, 1.79, 1.7",2.72,False,False,False,2026-01-16
SOLARWORLD,SOLARWORLD,Technology,Solar,23561961472,77.05,0.0,0.0,0.272,9.29,22.27,18.61,False,False,False,2026-01-16
SHRINGARMS,Shringar House of Mangalsutra Limited,Consumer Cyclical,Luxury Goods,23514963968,61.11,0.0,0.0,0.3031,22.85,16.03,14.59,False,False,False,2026-01-16
EVEREADY,Eveready Industries India Limited,Industrials,Electrical Equipment & Parts,23451152384,82.45,7.19,10.07,0.7546,7.91,"30.23, 10.43, 13.1",76.4,False,False,False,2026-01-16
ROSSTECH,Rossell Techsys Limited,Industrials,Aerospace & Defense,23439669248,7.91,0.0,0.0,1.8672,5.67,"3.3, 6.8, 5.2",21.7,False,False,False,2026-01-16
ARKADE,ARKADE,Real Estate,Real Estate - Development,23289645056,156.93,10.21,17.73,0.1839,28.76,"33.26, 50.08, 43.36",17.78,False,False,False,2026-01-16
RPSGVENT,RPSG Ventures Limited,Technology,Information Technology Services,23279222784,49.04,4.12,3.8,1.3545,52.02,"83.09, 13.11, 59.98",28.22,False,False,False,2026-01-16
VENUSPIPES,Venus Pipes and Tubes Limited,Basic Materials,Steel,23209383936,92.89,8.97,16.96,0.4272,26.09,"24.76, 23.7, 17.97",49.73,False,False,False,2026-01-16
GMBREW,G.M. Breweries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,22977150976,129.04,0.0,0.0,0.0012,42.01,"25.86, 60.46, 21.97",24.61,False,False,False,2026-01-16
SANGAMIND,Sangam (India) Limited,Consumer Cyclical,Textile Manufacturing,22778677248,31.8,3.19,3.69,1.2663,23.13,"2.13, 9.52, 2.45",24.19,False,False,False,2026-01-16
KRSNAA,Krsnaa Diagnostics Limited,Healthcare,Diagnostics & Research,22723289088,77.61,5.3,9.59,0.3096,23.94,"20.52, 20.68, 19.42",53.82,False,False,False,2026-01-16
KERNEX,Kernex Microsystems (India) Limited,Technology,Software - Application,22684950528,50.24,9.42,37.03,0.5136,6.57,"7.46, 32.59, 7.18",58.52,False,False,False,2026-01-16
AEROFLEX,Aeroflex Industries Limited,Industrials,Metal Fabrication,22670804992,52.51,9.02,14.16,0.0258,7.17,"11.23, 15.21, 13.66",30.02,False,False,False,2026-01-16
PRAKASH,Prakash Industries Limited,Basic Materials,Steel,22651375616,355.45,4.8,9.93,0.0997,61.57,"91.4, 90.83, 83.74",47.68,False,False,False,2026-01-16
VINCOFE,Vintage Coffee and Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,22627057664,40.15,8.38,15.11,0.1699,17.83,"14.23, 15.64, 12.46",41.1,False,False,False,2026-01-16
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Consumer Defensive,Confectioners,22593288192,386.75,5.11,10.92,0.1697,23.32,"38.37, 206.31, 59.51",16.46,False,True,False,2026-01-16
WINDMACHIN,Windsor Machines Limited,Industrials,Specialty Industrial Machinery,22588336128,7.42,1.42,6.52,0.0544,4.29,"10.54, 4.14, 41.68",18.64,False,False,False,2026-01-16
NOCIL,NOCIL Limited,Basic Materials,Specialty Chemicals,22540013568,102.86,1.67,3.56,0.0053,17.26,"20.79, 12.9, 42.13",53.96,False,False,False,2026-01-16
SHK,S H Kelkar and Company Limited,Basic Materials,Specialty Chemicals,22439395328,73.24,3.79,12.4,0.6684,9.18,"25.57, 102.52, 17.52",35.1,False,False,False,2026-01-16
HPL,HPL Electric & Power Limited,Industrials,Electrical Equipment & Parts,22286548992,93.77,6.4,10.54,0.7747,22.27,"18.43, 37.14, 18.08",27.37,False,False,False,2026-01-16
BFUTILITIE,BF Utilities Limited,Industrials,Infrastructure Operations,22280087552,146.5,0.0,0.0,0.0,38.4,"35.7, 34.7, 39.13",37.16,False,False,False,2026-01-16
LAOPALA,La Opala RG Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",22232848384,96.59,6.1,12.48,0.0105,26.78,"25.35, 25.69, 23.17",33.74,False,False,False,2026-01-16
GIPCL,Gujarat Industries Power Company Limited,Utilities,Utilities - Regulated Electric,22154971136,211.43,2.08,5.44,0.7926,21.3,"57.47, 69.73, 39.2",35.68,False,False,False,2026-01-16
SGFIN,SG Finserve Limited,Financial Services,Capital Markets,22117652480,80.99,6.82,10.42,1.7238,24.52,"23.79, 23.69, 14.12",35.5,True,False,False,2026-01-16
CARYSIL,Carysil Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",22060085248,63.74,7.27,15.26,0.421,27.19,"22.82, 18.58, 12.5",51.88,False,False,False,2026-01-16
HONDAPOWER,Honda India Power Products Limited,Industrials,Specialty Industrial Machinery,21965836288,79.94,4.09,9.61,0.0001,11.17,"9.48, 36.16, 19.09",32.71,False,False,False,2026-01-16
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,21891282944,101.07,4.06,6.79,0.0908,29.97,"33.93, 31.42, 20.53",37.3,False,False,False,2026-01-16
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Consumer Defensive,Confectioners,21877958656,23.57,-0.16,-4.0,0.8713,105.09,"173.75, 220.28, 101.96",72.03,False,False,False,2026-01-16
KCP,The KCP Limited,Basic Materials,Building Materials,21848115200,147.09,5.1,12.07,0.3948,33.03,"63.49, 37.59, 16.0",42.65,False,False,False,2026-01-16
SCILAL,Shipping Corporation of India Land and Assets Limited,Real Estate,Real Estate Services,21687603200,189.38,-0.39,-6.3,0.0,4.19,"14.34, 224.37, 10.13",36.19,False,False,False,2026-01-16
PRABHA,Prabha Energy Limited,Energy,Oil & Gas E&P,21620905984,1.45,0.0,0.0,0.3372,0.2,"0.23, 0.12, 0.25",9.58,False,False,False,2026-01-16
RML,Rane (Madras) Limited,Consumer Cyclical,Auto Parts,21580457984,37.65,5.85,10.01,1.2242,21.47,"18.53, 35.14, 0.22",29.21,False,False,False,2026-01-16
MAYURUNIQ,Mayur Uniquoters Limited,Consumer Cyclical,Textile Manufacturing,21523337216,149.29,9.65,16.17,0.0073,40.84,"40.73, 41.5, 30.57",40.24,False,False,False,2026-01-16
STYLEBAAZA,Baazar Style Retail Limited,Consumer Cyclical,Apparel Retail,21459951616,14.66,4.73,18.54,1.9082,51.49,"2.06, 6.39, 30.42",32.75,False,False,False,2026-01-16
GOCOLORS,Go Fashion (India) Limited,Consumer Cyclical,Apparel Retail,21436166144,93.5,7.06,12.66,0.7209,21.8,"22.26, 19.89, 24.32",47.18,False,False,False,2026-01-16
VENKEYS,Venky's (India) Limited,Consumer Defensive,Farm Products,21411342336,116.62,0.29,1.59,0.1306,26.53,"15.83, 13.3, 20.38",35.0,False,False,False,2026-01-16
EMSLIMITED,EMS Limited,Industrials,Engineering & Construction,21387689984,183.54,11.25,16.9,0.158,28.24,"37.88, 46.27, 50.5",30.3,False,False,False,2026-01-16
HATHWAY,Hathway Cable and Datacom Limited,Communication Services,Entertainment,21294356480,92.51,0.8,2.23,0.0021,31.03,"34.68, 13.67, 25.8",23.64,False,False,False,2026-01-16
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,Credit Services,21273481216,1035.1,-17.23,-51.76,1.4769,360.21,"434.3, 440.19, 216.32",38.07,True,False,False,2026-01-16
ADFFOODS,ADF Foods Limited,Consumer Defensive,Packaged Foods,21215758336,69.26,9.0,15.48,0.1073,26.39,"15.24, 16.44, 18.76",33.34,False,False,False,2026-01-16
BEPL,Bhansali Engineering Polymers Limited,Basic Materials,Chemicals,21197764608,180.02,10.16,16.58,0.0,45.89,"39.5, 40.84, 46.33",37.89,False,False,False,2026-01-16
MTNL,Mahanagar Telephone Nigam Limited,Communication Services,Telecom Services,21186899968,3327.69,-4.86,0.0,0.0,960.21,"943.15, 827.88, 836.07",41.01,False,False,False,2026-01-16
JAICORPLTD,Jai Corp Limited,Basic Materials,Specialty Chemicals,21181962240,66.54,7.13,11.66,0.0006,26.75,"104.28, 23.24, 12.39",25.54,False,False,False,2026-01-16
NILKAMAL,Nilkamal Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",21170350080,106.43,4.17,7.13,0.3572,33.57,"15.24, 34.13, 21.48",30.35,False,False,False,2026-01-16
KICL,Kalyani Investment Company Limited,Financial Services,Asset Management,21152792576,71.54,0.36,0.46,0.0,18.93,"3.18, 25.68, 3.23",24.0,True,False,False,2026-01-16
PFS,PTC India Financial Services Limited,Financial Services,Credit Services,21143738368,217.05,6.15,12.48,0.7599,136.63,"58.16, 67.15, 47.34",35.04,True,False,False,2026-01-16
KPEL,K.P. Energy Limited,Industrials,Engineering & Construction,21042264064,115.33,12.93,43.46,1.2193,35.94,"25.42, 45.79, 26.39",47.53,False,False,False,2026-01-16
STUDDS,STUDDS,Consumer Cyclical,Auto Parts,20867139584,0.0,0.0,0.0,0.0181,0.0,N/A,31.97,False,False,False,2026-01-16
EIHAHOTELS,EIH Associated Hotels Limited,Consumer Cyclical,Lodging,20797556736,91.85,11.66,19.54,0.0079,2.77,"6.18, 46.27, 39.91",23.72,False,False,False,2026-01-16
MOREPENLAB,Morepen Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,20693563392,118.02,3.49,8.62,0.1324,40.87,"10.75, 20.32, 26.69",56.51,False,False,False,2026-01-16
STEELCAS,Steelcast Limited,Basic Materials,Steel,20691083264,72.2,18.85,27.55,0.0,23.21,"19.88, 26.77, 19.21",42.3,False,False,False,2026-01-16
GVPIL,GE Power India Limited,Industrials,Engineering & Construction,20648916992,203.0,-1.68,7.48,0.0521,32.36,"34.72, 164.24, 18.58",30.66,False,False,False,2026-01-16
MANGLMCEM,Mangalam Cement Limited,Basic Materials,Building Materials,20628584448,45.06,3.81,8.92,0.8154,20.11,"32.26, 16.91, 7.81",44.38,False,False,False,2026-01-16
MMFL,M M Forgings Limited,Industrials,Metal Fabrication,20577470464,121.86,4.68,10.75,1.4039,16.57,"19.19, 33.33, 26.51",38.98,False,False,False,2026-01-16
RHETAN,Rhetan TMT Limited,Basic Materials,Steel,20559374336,3.1,0.32,3.84,0.4166,2.87,"0.76, 1.37, 1.39",11.84,False,False,False,2026-01-16
SDBL,Som Distilleries & Breweries Limited,Consumer Defensive,Beverages - Brewers,20540962816,104.5,7.89,14.02,0.2294,19.05,"41.2, 31.28, 19.2",41.22,False,False,False,2026-01-16
ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical,Lodging,20522831872,39.21,0.0,0.0,0.2713,20.94,"6.63, 19.41, 15.44",31.19,False,False,False,2026-01-16
SASKEN,Sasken Technologies Limited,Technology,Information Technology Services,20518496256,50.28,1.02,5.07,0.0324,9.75,"9.44, 11.03, 9.06",41.0,False,False,False,2026-01-16
INDIANHUME,The Indian Hume Pipe Company Limited,Industrials,Engineering & Construction,20494366720,558.05,4.02,50.34,0.3577,34.69,"21.92, 499.27, 14.37",24.95,False,True,False,2026-01-16
NITCO,NITCO Limited,Industrials,Building Products & Equipment,20446320640,741.15,2.94,0.0,1.0139,1.0,"47.53, 2.85, 660.18",88.85,False,False,False,2026-01-16
MUFIN,Mufin Green Finance Limited,Financial Services,Credit Services,20392804352,19.24,1.61,6.22,2.724,5.75,"3.48, 3.24, 5.85",30.8,True,False,False,2026-01-16
THEJO,Thejo Engineering Limited,Industrials,Specialty Industrial Machinery,20325244928,49.89,10.03,16.97,0.1129,15.1,"9.42, 15.22, 13.16",52.69,False,False,False,2026-01-16
SILVERTUC,Silver Touch Technologies Limited,Technology,Information Technology Services,20322570240,22.2,9.06,19.63,0.3325,7.46,"4.04, 9.21, 5.26",23.81,False,False,False,2026-01-16
GEOJITFSL,Geojit Financial Services Limited,Financial Services,Capital Markets,20297760768,167.53,5.74,10.87,0.1044,27.69,"31.13, 35.86, 56.03",46.15,True,False,False,2026-01-16
WEL,Wonder Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",20274069504,19.02,6.68,18.95,0.9162,0.26,"1.11, 11.63, 5.09",18.37,False,False,False,2026-01-16
INDOCO,Indoco Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,20255512576,73.74,-1.2,-11.18,1.025,7.93,"35.79, 40.39, 26.39",33.59,False,False,False,2026-01-16
ACCELYA,Accelya Solutions India Limited,Technology,Information Technology Services,20188276736,129.02,0.0,0.0,0.2234,29.61,"33.95, 30.25, 32.36",21.33,False,False,False,2026-01-16
VERANDA,Veranda Learning Solutions Limited,Consumer Defensive,Education & Training Services,20118970368,247.32,-4.3,-16.09,0.4205,0.65,"3.28, 193.83, 31.87",46.51,False,False,False,2026-01-16
CAPACITE,Capacit'e Infraprojects Limited,Industrials,Engineering & Construction,20043462656,202.56,5.09,11.86,0.2309,49.1,"45.69, 52.53, 52.02",45.71,False,False,False,2026-01-16
FILATEX,Filatex India Limited,Consumer Cyclical,Textile Manufacturing,20035913728,133.86,6.55,13.32,0.0998,47.55,"40.66, 41.11, 47.13",26.41,False,False,False,2026-01-16
TCIEXP,TCI Express Limited,Industrials,Integrated Freight & Logistics,19813863424,85.81,6.59,10.54,0.0174,23.91,"19.47, 19.36, 19.19",27.87,False,False,False,2026-01-16
HINDOILEXP,Hindustan Oil Exploration Company Limited,Energy,Oil & Gas E&P,19773016064,147.21,1.61,10.88,0.0562,2.83,"43.87, 51.16, 43.32",55.61,False,False,False,2026-01-16
UNIPARTS,Uniparts India Limited,Industrials,Farm & Heavy Construction Machinery,19758436352,88.0,6.5,12.88,0.1313,39.38,"34.46, 22.83, 19.14",33.36,False,False,False,2026-01-16
HGS,Hinduja Global Solutions Limited,Industrials,Specialty Business Services,19749969920,121.42,-1.17,-1.05,0.2345,19.53,"17.43, 3.81, 2.64",22.65,False,False,False,2026-01-16
GANECOS,Ganesha Ecosphere Limited,Consumer Cyclical,Textile Manufacturing,19725219840,103.12,3.53,5.41,0.4321,0.5,"10.75, 23.76, 29.71",36.4,False,False,False,2026-01-16
SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Engineering & Construction,19662311424,11.58,0.04,8.07,1.9659,8.51,"4.64, 43.44, 11.21",53.25,False,False,False,2026-01-16
TASTYBITE,Tasty Bite Eatables Limited,Consumer Defensive,Packaged Foods,19569598464,25.61,6.54,10.21,0.2074,3.62,"8.19, 6.19, 13.03",19.31,False,False,False,2026-01-16
DCXINDIA,DCX Systems Limited,Industrials,Aerospace & Defense,19561269248,38.88,-0.2,1.84,0.0024,9.04,"4.06, 20.7, 10.01",44.85,False,False,False,2026-01-16
IDEAFORGE,ideaForge Technology Limited,Technology,Computer Hardware,19537729536,62.28,-9.47,-15.2,0.0763,23.56,"25.71, 24.02, 13.73",49.69,False,False,False,2026-01-16
SUMMITSEC,Summit Securities Limited,Financial Services,Capital Markets,19490203648,68.6,0.65,0.9,0.0,20.19,"4.64, 4.86, 75.15",19.28,True,False,False,2026-01-16
BCG,Brightcom Group Limited,Communication Services,Advertising Agencies,19472560128,710.04,7.21,9.18,0.0,233.03,"120.68, 243.56, 186.29",79.6,False,False,False,2026-01-16
HINDWAREAP,Hindware Home Innovation Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",19368314880,68.29,2.13,-11.13,1.1929,4.92,"29.12, 30.95, 17.76",43.21,False,False,False,2026-01-16
WAAREEINDO,Indosolar Limited,Technology,Solar,19349876736,54.78,38.58,220.38,0.0152,116.79,"40.04, 10.24, 9.48",22.36,False,False,False,2026-01-16
SHALBY,Shalby Limited,Healthcare,Medical Care Facilities,19308142592,6.22,3.05,-0.02,0.5332,8.38,"8.92, 11.02, 1.81",28.28,False,False,False,2026-01-16
